month,position,artist,song,score,us,uk,de,fr,ca,au
Sep-17,4,"DJ Khaled, Rihanna & Bryson Tiller",Wild Thoughts,1630.151,2,17,-,16,2,9
Sep-17,5,Pink,What About Us,1510.965,28,3,3,5,10,1
Sep-17,6,Charlie Puth,Attention,1472.776,5,40,-,7,6,19
Sep-17,7,Cardi B,Bodak Yellow (Money Moves),1429.305,2,48,-,82,15,-
Sep-17,8,Shawn Mendes,There's Nothing Holdin' Me Back,1320.592,6,34,-,35,7,17
Sep-17,9,Ed Sheeran,Shape Of You,1291.185,9,25,-,9,4,24
Sep-17,10,"Calvin Harris, Pharrell Williams, Katy Perry & Big Sean",Feels,1272.738,20,3,-,1,5,5
Sep-17,11,Imagine Dragons,Believer,1218.412,4,-,-,16,7,45
Sep-17,12,Liam Payne & Quavo,Strip That Down,1126.499,10,27,-,103,11,7
Sep-17,13,Demi Lovato,Sorry Not Sorry,1077.653,13,9,-,160,19,8
Sep-17,14,Imagine Dragons,Thunder,1070.462,40,75,5,20,27,4
Sep-17,15,Niall Horan,Slow Hands,1033.805,11,45,-,-,8,12
Sep-17,16,Dua Lipa,New Rules,1024.676,56,1,10,133,22,4
Sep-17,17,21 Savage,Bank Account,1012.651,12,55,-,-,16,-
Sep-17,18,The Chainsmokers & Coldplay,Something Just Like This,1006.047,19,47,-,22,12,28
Sep-17,19,"Logic, Alessia Cara & Khalid",1-800-273-8255,995.181,3,16,-,-,7,-
Sep-17,20,"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper & Lil' Wayne",I'm The One,980.278,10,39,-,82,6,23
Sep-17,21,"Portugal, The Man",Feel It Still,979.168,14,42,-,3,28,35
Sep-17,22,Post Malone & Quavo,Congratulations,963.66,14,31,-,-,22,32
Sep-17,23,Lil Uzi Vert,XO TOUR Llif3,960.4,16,25,-,-,15,42
Sep-17,24,Justin Bieber & BloodPop,Friends,951.696,20,2,-,8,4,2
Sep-17,25,Kendrick Lamar,Humble,934.669,14,78,-,137,20,25
Sep-17,26,Bruno Mars,That's What I Like,910.354,7,-,-,186,19,-
Sep-17,27,Sam Hunt,Body Like A Back Road,890.299,10,-,-,-,16,10
Sep-17,28,J Balvin & Willy William,Mi gente,852.15,23,5,3,10,17,27
Sep-17,29,Yo Gotti & Nicki Minaj,Rake It Up,847.773,10,-,-,-,52,-
Sep-17,30,Ke$ha,Praying,828.448,22,26,-,-,15,6
Sep-17,31,Childish Gambino,Redbone,783.694,13,-,-,169,31,27
Sep-17,32,Macklemore & Skylar Grey,Glorious,729.599,65,23,-,34,36,2
Sep-17,33,Zedd & Alessia Cara,Stay,721.498,20,-,-,57,28,46
Sep-17,34,J Balvin & Willy William & Beyonce,Mi gente,717.679,19,-,-,-,13,-
Sep-17,35,Khalid,Young Dumb & Broke,716.871,26,60,-,-,33,20
Sep-17,36,Future,Mask Off,694.145,25,89,-,86,29,-
Sep-17,37,Marshmello & Khalid,Silence,691.83,42,29,-,-,14,27
Sep-17,38,Kendrick Lamar & Rihanna,Loyalty.,677.741,31,90,-,-,48,-
Sep-17,39,Khalid,Location,674.933,26,-,-,-,-,41
Sep-17,40,James Arthur,Say You Won't Let Go,610.458,27,-,-,-,44,-
Sep-17,41,Bruno Mars,Versace On The Floor,606.87,33,73,-,90,43,-
Sep-17,42,Cheat Codes & Demi Lovato,No Promises,602.483,39,77,-,-,70,35
Sep-17,43,SZA & Travi$ Scott,Love Galore,599.519,33,-,-,-,89,-
Sep-17,44,Dustin Lynch,Small Town Boy,579.862,36,-,-,-,69,-
Sep-17,45,Camila Cabello & Young Thug,Havana,574.036,64,7,-,101,34,36
Sep-17,46,Travi$ Scott,Butterfly Effect,572.454,55,65,-,-,40,-
Sep-17,47,Kane Brown & Lauren Alaina,What Ifs,565.552,32,-,-,-,70,-
Sep-17,48,Selena Gomez & Gucci Mane,Fetish,564.423,47,68,-,141,25,39
Sep-17,49,Taylor Swift,...Ready For It?,547.636,4,7,-,20,11,3
Sep-17,50,Maluma,Felices los 4,533.128,53,-,-,61,-,-
Oct-17,1,Post Malone & 21 Savage,Rockstar,2217.349,1,1,2,8,1,1
Oct-17,2,Cardi B,Bodak Yellow (Money Moves),1799.781,1,24,-,70,6,39
Oct-17,3,Taylor Swift,Look What You Made Me Do,1707.733,1,9,-,76,1,3
Oct-17,4,Sam Smith,Too Good At Goodbyes,1517.373,5,1,-,28,2,1
Oct-17,5,Luis Fonsi & Daddy Yankee,Despacito,1511.081,4,25,-,8,2,16
Oct-17,6,"Logic, Alessia Cara & Khalid",1-800-273-8255,1501.844,3,9,-,-,6,-
Oct-17,7,Pink,What About Us,1478.893,23,6,4,2,8,4
Oct-17,8,French Montana & Swae Lee,Unforgettable,1452.077,6,24,8,17,4,13
Oct-17,9,"Portugal, The Man",Feel It Still,1407.775,5,39,-,3,10,6
Oct-17,10,Zayn & Sia,Dusk Till Dawn,1340.443,44,6,3,3,5,6
Oct-17,11,Camila Cabello & Young Thug,Havana,1316.019,26,2,4,22,13,2
Oct-17,12,Charlie Puth,Attention,1245.84,8,69,-,14,8,36
Oct-17,13,Demi Lovato,Sorry Not Sorry,1189.957,8,17,-,145,18,10
Oct-17,14,Ed Sheeran,Shape Of You,1145.456,17,35,-,18,11,29
Oct-17,15,Maroon 5 & SZA,What Lovers Do,1139.617,17,12,-,39,9,15
Oct-17,16,Imagine Dragons,Thunder,1135.506,7,77,9,20,25,5
Oct-17,17,"DJ Khaled, Rihanna & Bryson Tiller",Wild Thoughts,1129.384,6,42,-,64,6,29
Oct-17,18,Imagine Dragons,Believer,1110.865,7,96,-,27,19,-
Oct-17,19,Shawn Mendes,There's Nothing Holdin' Me Back,1075.141,10,59,-,77,13,33
Oct-17,20,Dua Lipa,New Rules,1067.173,42,3,10,45,19,2
Oct-17,21,Liam Payne & Quavo,Strip That Down,1061.758,12,61,-,164,17,22
Oct-17,22,Niall Horan,Slow Hands,1049.153,11,50,-,186,10,25
Oct-17,23,Ed Sheeran,Perfect,1011.022,22,7,5,4,12,3
Oct-17,24,J Balvin & Willy William & Beyonce,Mi gente,1003.735,3,-,-,-,2,-
Oct-17,25,21 Savage,Bank Account,987.195,14,41,-,-,20,-
Oct-17,26,Justin Bieber & BloodPop,Friends,965.409,34,11,-,51,16,11
Oct-17,27,Yo Gotti & Nicki Minaj,Rake It Up,942.425,8,-,-,-,49,-
Oct-17,28,Khalid,Young Dumb & Broke,931.345,25,18,-,145,28,7
Oct-17,29,"Calvin Harris, Pharrell Williams, Katy Perry & Big Sean",Feels,906.486,37,33,-,2,9,18
Oct-17,30,Marshmello & Khalid,Silence,897.626,53,3,7,-,14,17
Oct-17,31,The Chainsmokers & Coldplay,Something Just Like This,875.321,27,78,-,42,26,50
Oct-17,32,Lil Uzi Vert,XO TOUR Llif3,874.495,20,32,-,-,20,-
Oct-17,33,Post Malone & Quavo,Congratulations,858.133,33,26,-,112,31,35
Oct-17,34,Macklemore & Skylar Grey,Glorious,837.347,49,23,-,20,34,2
Oct-17,35,Kendrick Lamar,Humble,815.705,22,87,-,189,31,30
Oct-17,36,Taylor Swift,...Ready For It?,775.346,21,27,-,-,21,17
Oct-17,37,Bruno Mars,That's What I Like,760.914,18,-,-,-,40,-
Oct-17,38,Ke$ha,Praying,756.036,24,-,-,-,29,15
Oct-17,39,Gucci Mane & Migos,I Get The Bag,745.352,22,-,-,-,30,-
Oct-17,40,Sam Hunt,Body Like A Back Road,744.586,22,-,-,-,36,17
Oct-17,41,J Balvin & Willy William,Mi gente,722.223,-,8,5,10,-,11
Oct-17,42,Kane Brown & Lauren Alaina,What Ifs,666.133,27,-,-,-,52,-
Oct-17,43,XXXTentacion,Jocelyn Flores,642.628,42,40,-,-,27,-
Oct-17,44,SZA & Travi$ Scott,Love Galore,632.037,32,-,-,-,84,-
Oct-17,45,Khalid,Location,621.625,28,-,-,-,-,-
Oct-17,46,Travi$ Scott,Butterfly Effect,605.999,52,66,-,-,45,-
Oct-17,47,Chris Brown,Questions,586.954,84,15,-,-,53,-
Oct-17,48,James Arthur,Say You Won't Let Go,583.356,34,-,-,-,-,-
Oct-17,49,Dustin Lynch,Small Town Boy,582.552,37,-,-,-,69,-
Oct-17,50,Luke Combs,When It Rains It Pours,574.331,39,-,-,-,54,-
Nov-17,1,Post Malone & 21 Savage,Rockstar,2530.653,1,1,2,8,1,1
Nov-17,2,Camila Cabello & Young Thug,Havana,2176.255,2,1,2,3,1,1
Nov-17,3,"Portugal, The Man",Feel It Still,1635.742,4,39,7,5,9,5
Nov-17,4,Sam Smith,Too Good At Goodbyes,1577.721,4,3,-,6,2,3
Nov-17,5,Cardi B,Bodak Yellow (Money Moves),1510.463,2,31,-,104,6,33
Nov-17,6,"Logic, Alessia Cara & Khalid",1-800-273-8255,1385.558,3,13,-,-,9,-
Nov-17,7,Maroon 5 & SZA,What Lovers Do,1314.19,9,12,-,17,6,7
Nov-17,8,Imagine Dragons,Thunder,1273.036,5,-,-,26,13,14
Nov-17,9,Zayn & Sia,Dusk Till Dawn,1258.881,69,5,3,2,16,7
Nov-17,10,Pink,What About Us,1246.701,13,21,8,2,6,5
Nov-17,11,Demi Lovato,Sorry Not Sorry,1190.575,6,46,-,-,18,18
Nov-17,12,Marshmello & Khalid,Silence,1183.397,44,3,6,151,12,7
Nov-17,13,French Montana & Swae Lee,Unforgettable,1164.833,9,33,-,41,5,19
Nov-17,14,Dua Lipa,New Rules,1158.61,21,16,9,52,8,7
Nov-17,15,Luis Fonsi & Daddy Yankee,Despacito,1124.745,11,34,-,17,3,32
Nov-17,16,Lil Pump,Gucci Gang,1071.232,7,27,-,73,3,26
Nov-17,17,Ed Sheeran,Shape Of You,1068.838,18,35,-,10,14,29
Nov-17,18,Ed Sheeran,Perfect,1050.764,22,4,3,1,3,3
Nov-17,19,J Balvin & Willy William & Beyonce,Mi gente,1044.404,6,-,-,-,4,-
Nov-17,20,Charlie Puth,Attention,1023.043,12,82,-,27,15,46
Nov-17,21,21 Savage,Bank Account,962.277,14,41,-,-,20,-
Nov-17,22,Khalid,Young Dumb & Broke,948.665,25,17,-,-,26,4
Nov-17,23,Taylor Swift,Look What You Made Me Do,935.552,4,24,-,62,7,22
Nov-17,24,Post Malone,I Fall Apart,904.962,28,19,-,-,29,4
Nov-17,25,Charlie Puth,How Long,870.81,44,9,-,22,34,18
Nov-17,26,Imagine Dragons,Believer,847.706,13,-,-,37,23,-
Nov-17,27,Gucci Mane & Migos,I Get The Bag,838.805,11,-,-,-,28,-
Nov-17,28,Shawn Mendes,There's Nothing Holdin' Me Back,836.573,19,77,-,97,26,41
Nov-17,29,Niall Horan,Slow Hands,809.023,21,50,-,-,18,34
Nov-17,30,Yo Gotti & Nicki Minaj,Rake It Up,798.649,13,-,-,-,50,-
Nov-17,31,Ed Sheeran & Beyonce,Perfect,797.508,8,-,-,-,-,-
Nov-17,32,Taylor Swift,...Ready For It?,793.631,19,35,-,92,7,35
Nov-17,33,Liam Payne & Quavo,Strip That Down,766.652,16,85,-,164,22,36
Nov-17,34,"DJ Khaled, Rihanna & Bryson Tiller",Wild Thoughts,760.211,25,53,-,112,27,37
Nov-17,35,Post Malone & Quavo,Congratulations,759.004,34,29,-,165,30,30
Nov-17,36,The Chainsmokers & Coldplay,Something Just Like This,720.903,34,88,-,50,34,-
Nov-17,37,Ke$ha,Praying,695.908,28,-,-,-,33,28
Nov-17,38,Lil Uzi Vert,XO TOUR Llif3,688.2,35,68,-,-,28,-
Nov-17,39,G-Eazy & ASAP Rocky & Cardi B,No Limit,670.722,13,-,-,-,49,-
Nov-17,40,Halsey,Bad At Love,667.169,20,-,-,-,50,48
Nov-17,41,NF,Let You Down,654.525,61,19,10,-,41,22
Nov-17,42,Kane Brown & Lauren Alaina,What Ifs,629.8,26,-,-,-,45,-
Nov-17,43,Selena Gomez & Marshmello,Wolves,629.546,35,9,-,32,9,9
Nov-17,44,Macklemore & Skylar Grey,Glorious,623.048,64,62,-,23,42,4
Nov-17,45,Bruno Mars,That's What I Like,615.422,30,-,-,-,45,-
Nov-17,46,Kendrick Lamar,Humble,614.485,33,-,-,-,32,36
Nov-17,47,Luke Combs,When It Rains It Pours,598.317,33,-,-,-,54,-
Nov-17,48,Sam Hunt,Body Like A Back Road,575.827,38,-,-,-,38,25
Nov-17,49,Taylor Swift,Gorgeous,573.69,13,15,-,64,9,9
Nov-17,50,Hailee Steinfeld & Alesso & Florida Georgia Line & Watt,Let Me Go,558.925,64,60,-,-,36,16
Dec-17,1,Camila Cabello & Young Thug,Havana,2417.005,2,1,2,2,1,1
Dec-17,2,Post Malone & 21 Savage,Rockstar,2345.165,1,8,5,9,2,2
Dec-17,3,Lil Pump,Gucci Gang,1530.201,3,27,-,73,4,18
Dec-17,4,Sam Smith,Too Good At Goodbyes,1477.917,4,5,-,12,3,6
Dec-17,5,"Portugal, The Man",Feel It Still,1375.186,7,42,10,6,8,10
Dec-17,6,Imagine Dragons,Thunder,1331.289,4,-,-,33,5,20
Dec-17,7,Ed Sheeran & Beyonce,Perfect,1330.876,1,-,-,-,-,-
Dec-17,8,Maroon 5 & SZA,What Lovers Do,1327.223,9,22,-,17,6,8
Dec-17,9,Ed Sheeran,Perfect,1203.649,-,1,1,1,1,1
Dec-17,10,Dua Lipa,New Rules,1176.268,14,21,-,78,7,9
Dec-17,11,Mariah Carey,All I Want For Christmas Is You,1175.191,9,2,3,2,5,11
Dec-17,12,Cardi B,Bodak Yellow (Money Moves),1150.699,3,84,-,139,15,36
Dec-17,13,Selena Gomez & Marshmello,Wolves,1096.792,20,9,-,58,7,5
Dec-17,14,Ed Sheeran,Shape Of You,1043.922,23,36,-,6,11,22
Dec-17,15,Marshmello & Khalid,Silence,1026.134,30,3,8,132,7,5
Dec-17,16,Demi Lovato,Sorry Not Sorry,1017.957,9,56,-,-,18,24
Dec-17,17,Pink,What About Us,1012.324,17,28,-,7,14,23
Dec-17,18,Zayn & Sia,Dusk Till Dawn,1012.295,68,10,6,5,20,12
Dec-17,19,"Logic, Alessia Cara & Khalid",1-800-273-8255,1008.511,6,40,-,-,18,-
Dec-17,20,Luis Fonsi & Daddy Yankee,Despacito,1002.045,18,41,-,19,10,44
Dec-17,21,NF,Let You Down,992.361,16,10,9,-,20,7
Dec-17,22,G-Eazy & ASAP Rocky & Cardi B,No Limit,989.247,7,-,-,-,31,-
Dec-17,23,Charlie Puth,How Long,980.259,26,15,-,20,27,17
Dec-17,24,"Migos, Nicki Minaj & Cardi B",MotorSport,968.309,6,65,-,163,12,-
Dec-17,25,Post Malone,I Fall Apart,961.085,19,24,-,-,27,3
Dec-17,26,Khalid,Young Dumb & Broke,950.621,22,17,-,-,23,5
Dec-17,27,Halsey,Bad At Love,948.221,8,-,-,-,36,46
Dec-17,28,French Montana & Swae Lee,Unforgettable,921.864,16,39,-,88,10,21
Dec-17,29,J Balvin & Willy William & Beyonce,Mi gente,917.711,10,-,-,-,5,-
Dec-17,30,21 Savage,Bank Account,891.624,15,44,-,-,17,-
Dec-17,31,Gucci Mane & Migos,I Get The Bag,856.693,14,-,-,-,39,-
Dec-17,32,Taylor Swift,...Ready For It?,815.393,18,48,-,157,21,35
Dec-17,33,Imagine Dragons,Believer,757.383,23,-,-,60,28,-
Dec-17,34,Charlie Puth,Attention,733.611,19,-,-,46,24,-
Dec-17,35,Hailee Steinfeld & Alesso & Florida Georgia Line & Watt,Let Me Go,682.195,53,44,-,-,18,12
Dec-17,36,Eminem & Beyonce,Walk On Water,672.283,14,13,-,47,22,10
Dec-17,37,Bebe Rexha & Florida Georgia Line,Meant To Be,641.499,28,-,-,-,22,6
Dec-17,38,6ix9ine,Gummo,639.113,12,-,-,-,55,-
Dec-17,39,Lil Uzi Vert & Nicki Minaj,The Way Life Goes,637.691,24,96,-,-,44,-
Dec-17,40,Shawn Mendes,There's Nothing Holdin' Me Back,627.4,33,98,-,170,38,-
Dec-17,41,Kendrick Lamar & Zacari,Love.,615.859,25,-,-,-,84,-
Dec-17,42,Post Malone & Quavo,Congratulations,600.397,35,62,-,-,29,30
Dec-17,43,Bruno Mars,That's What I Like,597.618,32,-,-,-,-,-
Dec-17,44,SZA,The Weekend,583.367,37,-,-,-,-,-
Dec-17,45,NERD & Rihanna,Lemon,575.069,58,33,-,153,47,-
Dec-17,46,Kendrick Lamar,Humble,573.362,46,-,-,-,35,37
Dec-17,47,Taylor Swift,Look What You Made Me Do,572.143,31,78,-,148,23,43
Dec-17,48,Luis Fonsi & Demi Lovato,Echame la culpa,565.448,47,46,-,6,35,-
Dec-17,49,Post Malone,Candy Paint,557.31,59,65,-,-,60,24
Dec-17,50,Offset & Metro Boomin,Ric Flair Drip,552.824,44,99,-,-,29,-
Jan-18,1,Ed Sheeran,Perfect,2594.192,1,1,1,1,1,1
Jan-18,2,Camila Cabello & Young Thug,Havana,2409.686,1,5,3,2,1,2
Jan-18,3,Post Malone & 21 Savage,Rockstar,2098.577,2,12,7,16,3,4
Jan-18,4,Imagine Dragons,Thunder,1413.113,4,94,-,36,4,20
Jan-18,5,Eminem & Ed Sheeran,River,1380.014,32,1,3,31,6,2
Jan-18,6,Sam Smith,Too Good At Goodbyes,1377.699,7,27,-,22,7,19
Jan-18,7,G-Eazy & Halsey,Him & I,1365.998,15,27,6,24,9,10
Jan-18,8,Dua Lipa,New Rules,1320.44,8,13,-,82,7,15
Jan-18,9,Lil Pump,Gucci Gang,1284.665,4,53,-,84,4,32
Jan-18,10,Ed Sheeran,Shape Of You,1231.696,13,21,-,6,9,19
Jan-18,11,"Portugal, The Man",Feel It Still,1222.615,12,20,-,5,15,10
Jan-18,12,G-Eazy & ASAP Rocky & Cardi B,No Limit,1221.048,4,-,-,-,7,43
Jan-18,13,"Migos, Nicki Minaj & Cardi B",MotorSport,1195.702,6,59,-,192,12,-
Jan-18,14,NF,Let You Down,1192.059,14,6,-,-,20,7
Jan-18,15,Halsey,Bad At Love,1126.809,5,-,-,-,23,-
Jan-18,16,Selena Gomez & Marshmello,Wolves,1088.617,21,9,-,45,8,9
Jan-18,17,Maroon 5 & SZA,What Lovers Do,1066.297,13,60,-,22,13,11
Jan-18,18,Charlie Puth,How Long,1037.691,22,36,-,15,24,22
Jan-18,19,Cardi B,Bodak Yellow (Money Moves),1031.439,10,76,-,189,18,-
Jan-18,20,Post Malone,I Fall Apart,1002.251,16,50,-,-,25,2
Jan-18,21,Marshmello & Khalid,Silence,949.142,30,16,10,90,8,5
Jan-18,22,Khalid,Young Dumb & Broke,932.067,18,33,-,-,22,12
Jan-18,23,Kendrick Lamar & Zacari,Love.,918.237,11,-,-,-,41,-
Jan-18,24,Bruno Mars & Cardi B,Finesse,896.546,3,5,-,13,3,-
Jan-18,25,Luis Fonsi & Daddy Yankee,Despacito,889.624,25,26,-,9,5,36
Jan-18,26,Demi Lovato,Sorry Not Sorry,887.807,15,81,-,-,34,34
Jan-18,27,6ix9ine,Gummo,881.107,12,-,-,-,44,-
Jan-18,28,Cardi B & 21 Savage,Bartier Cardi,867.603,14,40,-,196,18,-
Jan-18,29,Bebe Rexha & Florida Georgia Line,Meant To Be,862.84,17,-,-,-,19,4
Jan-18,30,Imagine Dragons,Believer,826.056,16,-,-,35,24,44
Jan-18,31,French Montana & Swae Lee,Unforgettable,776.633,40,41,-,114,18,37
Jan-18,32,Gucci Mane & Migos,I Get The Bag,774.355,15,-,-,-,46,-
Jan-18,33,Hailee Steinfeld & Alesso & Florida Georgia Line & Watt,Let Me Go,770.437,40,42,-,-,24,12
Jan-18,34,Luis Fonsi & Demi Lovato,Echame la culpa,767.409,57,100,9,4,40,-
Jan-18,35,"Taylor Swift, Ed Sheeran & Future",End Game,726.661,18,49,-,130,11,38
Jan-18,36,SZA,The Weekend,702.852,33,67,-,-,63,49
Jan-18,37,"Logic, Alessia Cara & Khalid",1-800-273-8255,701.57,22,65,-,-,39,-
Jan-18,38,J Balvin & Willy William & Beyonce,Mi gente,700.422,20,-,-,-,14,-
Jan-18,39,Charlie Puth,Attention,696.726,34,88,-,48,35,-
Jan-18,40,21 Savage,Bank Account,689.523,27,-,-,-,28,-
Jan-18,41,Lil Uzi Vert & Nicki Minaj,The Way Life Goes,666.493,24,-,-,-,44,-
Jan-18,42,Miguel & Travi$ Scott,Sky Walker,637.736,31,-,-,-,87,-
Jan-18,43,Pink,What About Us,631.446,43,38,-,7,26,39
Jan-18,44,Camila Cabello,Never Be The Same,628.936,30,7,-,78,26,17
Jan-18,45,NERD & Rihanna,Lemon,616.077,40,77,-,-,73,-
Jan-18,46,Offset & Metro Boomin,Ric Flair Drip,615.078,43,92,-,-,31,-
Jan-18,47,Post Malone,Candy Paint,603.871,50,70,-,-,60,19
Jan-18,48,A$AP Ferg & Nicki Minaj,Plain Jane,596.282,27,-,-,-,31,-
Jan-18,49,Mariah Carey,All I Want For Christmas Is You,584.035,9,4,3,2,4,6
Jan-18,50,Zayn & Sia,Dusk Till Dawn,575.103,85,34,-,10,21,20
Feb-18,1,Ed Sheeran,Perfect,2549.423,1,7,1,2,2,1
Feb-18,2,Drake,God's Plan,2275.524,1,1,3,4,1,1
Feb-18,3,Camila Cabello & Young Thug,Havana,2153.232,1,22,4,3,1,4
Feb-18,4,Post Malone & 21 Savage,Rockstar,1827.06,3,31,7,34,3,6
Feb-18,5,Bruno Mars & Cardi B,Finesse,1821.629,3,6,-,26,4,-
Feb-18,6,Dua Lipa,New Rules,1470.374,6,31,-,125,7,24
Feb-18,7,Eminem & Ed Sheeran,River,1439.887,32,3,2,31,6,3
Feb-18,8,G-Eazy & Halsey,Him & I,1362.084,14,22,6,24,9,13
Feb-18,9,Imagine Dragons,Thunder,1315.893,6,88,-,71,5,25
Feb-18,10,NF,Let You Down,1273.246,12,13,-,179,15,7
Feb-18,11,Halsey,Bad At Love,1229.06,5,-,-,-,22,-
Feb-18,12,"Portugal, The Man",Feel It Still,1225.309,20,4,-,10,20,12
Feb-18,13,"Migos, Nicki Minaj & Cardi B",MotorSport,1203.327,8,49,-,-,17,-
Feb-18,14,Bebe Rexha & Florida Georgia Line,Meant To Be,1184.903,7,-,-,-,15,2
Feb-18,15,Sam Smith,Too Good At Goodbyes,1163.717,8,56,-,37,14,34
Feb-18,16,Ed Sheeran,Shape Of You,1161.366,21,41,-,15,10,29
Feb-18,17,G-Eazy & ASAP Rocky & Cardi B,No Limit,1135.615,5,-,-,-,12,44
Feb-18,18,Post Malone,I Fall Apart,1097.358,17,47,-,-,20,2
Feb-18,19,Selena Gomez & Marshmello,Wolves,1092.475,24,25,-,43,8,11
Feb-18,20,Charlie Puth,How Long,1072.472,21,68,-,19,24,32
Feb-18,21,Kendrick Lamar & Zacari,Love.,1044.042,12,97,-,-,47,-
Feb-18,22,Cardi B & 21 Savage,Bartier Cardi,1040.375,14,50,-,-,21,-
Feb-18,23,Camila Cabello,Never Be The Same,1017.361,27,10,-,158,26,7
Feb-18,24,Kendrick Lamar & SZA,All The Stars,1002.045,9,5,-,24,8,5
Feb-18,25,Luis Fonsi & Demi Lovato,Echame la culpa,988.403,57,-,6,4,40,-
Feb-18,26,Migos,Stir Fry,987.564,8,51,-,-,19,40
Feb-18,27,Justin Timberlake,Filthy,930.997,9,34,-,62,17,27
Feb-18,28,Cardi B,Bodak Yellow (Money Moves),927.88,17,94,-,-,28,-
Feb-18,29,Lil Pump,Gucci Gang,915.494,11,95,-,94,15,-
Feb-18,30,6ix9ine,Gummo,894.373,13,-,-,-,44,-
Feb-18,31,Khalid,Young Dumb & Broke,875.007,28,58,-,-,35,21
Feb-18,32,Keala Settle & The Greatest Showman Ensemble,This Is Me,852.367,58,3,-,52,74,10
Feb-18,33,Hailee Steinfeld & Alesso & Florida Georgia Line & Watt,Let Me Go,842.248,40,30,-,-,24,15
Feb-18,34,"Taylor Swift, Ed Sheeran & Future",End Game,794.926,18,60,-,-,11,36
Feb-18,35,Justin Timberlake & Chris Stapleton,Say Something,793.272,9,22,-,11,6,24
Feb-18,36,A$AP Ferg & Nicki Minaj,Plain Jane,777.466,27,-,-,-,31,-
Feb-18,37,Miguel & Travi$ Scott,Sky Walker,765.182,29,-,-,-,90,-
Feb-18,38,Demi Lovato,Sorry Not Sorry,754.196,21,99,-,-,49,-
Feb-18,39,Gucci Mane & Migos,I Get The Bag,744.053,24,-,-,-,-,-
Feb-18,40,Thomas Rhett,Marry Me,712.17,35,-,-,-,51,-
Feb-18,41,MAX & gnash,Lights Down Low,704.46,27,-,-,-,-,-
Feb-18,42,Offset & Metro Boomin,Ric Flair Drip,693.288,39,89,-,-,36,-
Feb-18,43,Dua Lipa,IDGAF,687.387,88,3,-,-,37,9
Feb-18,44,Zac Efron & Zendaya,Rewrite The Stars,681.654,70,16,-,115,71,24
Feb-18,45,Kodak Black & XXXTentacion,Roll In Peace,666.863,31,-,-,-,64,-
Feb-18,46,"Logic, Alessia Cara & Khalid",1-800-273-8255,661.365,33,-,-,-,-,-
Feb-18,47,Bazzi,Mine,650.956,22,27,-,-,13,17
Feb-18,48,NERD & Rihanna,Lemon,646.556,40,-,-,-,79,-
Feb-18,49,Liam Payne & Rita Ora,For You (Fifty Shades Freed),636.235,76,8,1,2,63,18
Feb-18,50,The Weeknd & Kendrick Lamar,Pray For Me,633.734,7,11,-,16,6,12
Mar-18,1,Drake,God's Plan,2813.825,1,1,1,4,1,1
Mar-18,2,Ed Sheeran,Perfect,2067.073,2,23,5,2,3,3
Mar-18,3,Bruno Mars & Cardi B,Finesse,1601.576,3,13,-,56,5,-
Mar-18,4,Camila Cabello & Young Thug,Havana,1587.95,4,28,-,6,2,20
Mar-18,5,Kendrick Lamar & SZA,All The Stars,1493.5,7,5,-,21,7,2
Mar-18,6,The Weeknd & Kendrick Lamar,Pray For Me,1430.331,8,11,-,14,5,9
Mar-18,7,Post Malone & Ty Dolla Sign,Psycho,1398.545,2,4,6,102,2,2
Mar-18,8,BlocBoy JB & Drake,Look Alive,1393.084,5,17,-,-,4,29
Mar-18,9,"Zedd, Maren Morris & Grey",The Middle,1352.522,6,9,-,142,6,7
Mar-18,10,Marshmello & Anne-Marie,Friends,1327.612,28,4,1,84,8,8
Mar-18,11,Post Malone & 21 Savage,Rockstar,1302.222,5,38,-,79,7,15
Mar-18,12,Bebe Rexha & Florida Georgia Line,Meant To Be,1275.124,2,-,-,-,10,4
Mar-18,13,Dua Lipa,New Rules,1189.962,8,26,-,151,11,35
Mar-18,14,Migos,Stir Fry,1151.891,10,54,-,-,22,24
Mar-18,15,"Portugal, The Man",Feel It Still,1144.37,28,3,-,18,29,21
Mar-18,16,Bazzi,Mine,1131.005,15,21,-,107,13,11
Mar-18,17,NF,Let You Down,1127.021,12,43,-,-,18,11
Mar-18,18,G-Eazy & Halsey,Him & I,1125.985,14,26,-,64,18,19
Mar-18,19,Camila Cabello,Never Be The Same,1101.251,16,10,-,138,20,10
Mar-18,20,Justin Timberlake & Chris Stapleton,Say Something,1072.85,26,9,10,62,11,19
Mar-18,21,Eminem & Ed Sheeran,River,1043.761,34,23,4,40,8,6
Mar-18,22,Post Malone,I Fall Apart,983.275,18,62,-,-,21,3
Mar-18,23,Imagine Dragons,Thunder,946.106,15,94,-,74,10,31
Mar-18,24,Selena Gomez & Marshmello,Wolves,937.056,25,68,-,36,14,25
Mar-18,25,"Rudimental, Jess Glynne, Macklemore & Dan Caplen",These Days,894.715,-,2,3,18,31,2
Mar-18,26,Dua Lipa,IDGAF,882.68,58,3,-,189,29,6
Mar-18,27,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,869.562,21,50,-,-,23,-
Mar-18,28,Offset & Metro Boomin,Ric Flair Drip,833.807,13,67,-,-,13,-
Mar-18,29,Luis Fonsi & Demi Lovato,Echame la culpa,827.028,76,-,7,3,43,-
